coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Nov 09 15:49:29 +0000 2020,,,https://twitter.com/Reuters/status/1325771337814650886,0,1325827860997800000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","They can have their vaccine, I want the right to say no- not in my body. We will only have that right under Donald J Trump https://t.co/MrfDSMm6JB",https://twitter.com/margare98743043/status/1325827860997804032,Tue May 26 17:27:37 +0000 2020,margare98743043,TRUE,,12845,14,106,0,,margaret samuel,margare98743043,6830,,,FALSE
,Mon Nov 09 14:12:58 +0000 2020,,,https://twitter.com/washingtonpost/status/1325767075340619776,9,1325803573490400000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","great news! but it's not going to be available for widespread administration for several months likely so keep wearing masks, social distancing, and avoiding gatherings. we also are going to have to deal with the anti-vaxxers who won't even consider taking this vaccine :/ https://t.co/JRjxda0H8P",https://twitter.com/cole23wilson/status/1325803573490409474,Fri Nov 18 04:25:47 +0000 2011,cole23wilson,FALSE,respiratory nurse || (he/him),69880,853,443,2,"Iowa City, IA",folkcole,cole23wilson,3781,,https://www.instagram.com/cole23wilson/,FALSE
,Tue Nov 10 17:13:35 +0000 2020,,,https://twitter.com/QueensuMedia/status/1326200455052075013,3,1326211412566350000,,,,en,,FALSE,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In the News 📰: @skepticalIDdoc is skeptical!
Dr. Gerald Evans comments on Pfizer's early results from it's coronavirus vaccine trial, suggesting a 90 per cent efficacy rate at preventing COVID-19. https://t.co/8B8WtqLIdW",https://twitter.com/QueensuDOM/status/1326211412566355973,Tue Aug 02 15:46:10 +0000 2016,QueensuDOM,FALSE,"The Department of Medicine is proud to be a part of one of the most historic medical faculties in Canada.

For info on Queen's Dept of Med contact 613 533 6327",3878,1602,792,16,"Kingston, Ontario",Queensu DOM,QueensuDOM,2121,,http://deptmed.queensu.ca,FALSE
,Thu Dec 03 12:02:21 +0000 2020,,,https://www.huffpost.com/entry/covid-19-updates-vaccine-arrival-holidays_n_5fbbb56ec5b68ca87f7d481f?ncid=engmodushpmg00000004,0,1334468009956690000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Coronavirus live updates: The U.K. has approved the Pfizer/BioNTech COVID-19 vaccine for emergency use. https://t.co/0nulhZKrZs via @HuffPost,https://twitter.com/ohiomail/status/1334468009956691968,Sat Jan 30 14:20:31 +0000 2010,ohiomail,FALSE,SHOUT From The Mountains & Out 2 The Sea -People Everywhere JUST want to be FREE Iran Syria Russia China Tibet Palestine Burma Cuba & - LGBT #TheResistance,115951,34318,35006,644,New York,ohiomail,ohiomail,787642,,,FALSE
,Wed Nov 18 13:49:26 +0000 2020,science vaccines COVIDAlert Covid_19 Pfizer,,https://twitter.com/edmontonjournal/status/1329057005751906305,1,1329059141189410000,,,,en,,FALSE,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👩🏻‍🔬 This is very 💉promising news. 

Oh and this was not 🙄👉🏽Trump, but a global effort with unprecedented sharing of information 🧪by scientists, 🧫 to develop vaccines this quickly. 

Tip of the🧢to #science! 

#vaccines #COVIDAlert #Covid_19 #Pfizer https://t.co/J0SGdaNkf5",https://twitter.com/Don_COi/status/1329059141189419008,Thu Dec 15 19:56:57 +0000 2011,Don_COi,FALSE,"Husband | Dad | Business Owner |Volunteer | Community Champion | 🏒Sports | 🎸Music | 🍷| Dogs 🐾| Politics | 🤔Opinions shared are 💯% mine, not my companies.",177222,2015,1868,108,"Edmonton, AB",Don Ellis 🇨🇦🇺🇸🇬🇧,Don_COi,33045,,http://backtosport.ca,FALSE
,Mon Nov 09 15:59:25 +0000 2020,vacccine BillGates Pfizer COVID19 Covid_19 covid19uk,,,1,1325830360635200000,,,,en,,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Will you REFUSE the Pfizer vaccine even if it means losing your job?
#vacccine #BillGates #Pfizer #COVID19 #Covid_19 #covid19uk",https://twitter.com/Craaa11/status/1325830360635207681,Tue Aug 18 12:10:50 +0000 2020,Craaa11,FALSE,Supermarkets,2261,90,149,0,Zion,Amoral One,Craaa11,2100,,,FALSE
,Mon Nov 16 12:33:07 +0000 2020,,,https://twitter.com/DailyMailUK/status/1328314148938190848,3,1328315160302410000,,,,en,,FALSE,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A second coronavirus vaccine has been proven to work as US pharmaceutical company Moderna today revealed its jab is 94.5 per cent effective – but the UK hasn't bought any of it. 

Early results from the company's final stage of clinical trials bring another landmark success.. https://t.co/8RBjeXBRKI",https://twitter.com/mmekonen1/status/1328315160302411784,Thu Sep 20 23:57:11 +0000 2012,mmekonen1,FALSE,,4031,138,695,2,,Mesfin Mekonen,mmekonen1,13665,,,FALSE
,Tue Nov 10 08:30:55 +0000 2020,,,,0,1326079881516610000,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I ain't having no Covid-19 vaccine until I see the millions of others who need it more than I do come away with absolutely no serious side affects.,https://twitter.com/Unitedballking/status/1326079881516617729,Tue Dec 04 21:21:26 +0000 2012,Unitedballking,FALSE,"Whatever is on my mind, which is mostly Manchester United, football and walking somewhere. NHS apprentice Biomedical Scientist",2298,183,91,6,,Mr G ©,Unitedballking,5941,,,FALSE
,Tue Nov 10 18:55:46 +0000 2020,,,https://twitter.com/BBCNews/status/1325849381308919810,0,1326237127617730000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",With all due respect Mr Prime minister me and my children are not Guinea pigs and we will not be having the vaccine. https://t.co/pQweieSzJ9,https://twitter.com/MrsGLovesMrG/status/1326237127617732609,Mon Dec 26 19:58:17 +0000 2011,MrsGLovesMrG,FALSE,Poppy-mai Indi Barnard 3/5/2016 true Warrior Princess Fly higher than the sky babygirl. Gone but never ever forgotten #strongertogether ❤ Forever and always ❤❤,1538,202,668,5,Manchester,Mrs Graham ❤,MrsGLovesMrG,5042,,,FALSE
,Mon Nov 09 08:24:45 +0000 2020,COVID19,,,2,1325715939925560000,DDIndialive,1.32572E+18,7.18369E+17,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","During the meeting, Foreign Secretary 
@harshvshringla assured President Solih of India's continued support to the Maldives in the entirety of the post-Covid recovery phase and apprised him of #COVID19  vaccine-related developments.",https://twitter.com/DDIndialive/status/1325715939925569537,Fri Apr 08 09:24:41 +0000 2016,DDIndialive,FALSE,"Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India’s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d",7896,43519,531,181,"New Delhi, India",DD India,DDIndialive,56983,,https://www.youtube.com/channel/UCGDQNvybfDDeGTf4GtigXaw,TRUE
,Tue Nov 10 11:52:47 +0000 2020,,https://twitter.com/Bran__Clarke/status/1326130682721161216/photo/1,https://twitter.com/MattHancock/status/1326116734793871361,0,1326130682721160000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Same vibes. Seriously good news about a vaccine though! https://t.co/8TVOAVZvcJ https://t.co/EX8SVoX8RG,https://twitter.com/Bran__Clarke/status/1326130682721161216,Sun Jan 19 12:18:41 +0000 2020,Bran__Clarke,FALSE,21 Years Old. University Student. Arsenal Fan. Mainly talk about football with a bit of darts 🎯. I follow back!,3532,568,762,0,"West Midlands, England",Brandon Clarke,Bran__Clarke,1068,,,FALSE
,Mon Nov 09 16:29:36 +0000 2020,,,https://twitter.com/amh_910/status/1325803052981506048,19,1325837955706050000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Never related to a tweet so much in my life. Fuck the vaccine https://t.co/WgnLdPstkU,https://twitter.com/LloydBrannan/status/1325837955706052608,Sun Apr 26 22:19:46 +0000 2015,LloydBrannan,FALSE,dilwyn you old cunt 🤌,10311,802,758,0,,Brannan,LloydBrannan,4506,,,FALSE
,Mon Nov 09 12:01:16 +0000 2020,COVID19 vaccine,,https://www.theguardian.com/world/2020/nov/09/covid-19-vaccine-candidate-effective-pfizer-biontech,0,1325770428737050000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I hate to nitpick, but 100% would suit me better, tbh. #COVID19 #vaccine 

https://t.co/F54kGLAvvm",https://twitter.com/bloodyexhausted/status/1325770428737052673,Tue Jun 04 12:15:19 +0000 2019,bloodyexhausted,FALSE,"I guess I should've known by the way you parked your car sideways, that it wouldn't last.",20005,195,1491,0,"London, England",bloodyexhausted,bloodyexhausted,9069,,,FALSE
,Mon Nov 09 06:49:33 +0000 2020,schoolshooting,,https://parentsecurityonline.com/inside-the-operation-warp-speed-effort-to-get-americans-a-covid-19-vaccine-60-minutes-schoolshooting/,0,1325691984217050000,,,,en,,FALSE,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine – 60 Minutes | #schoolshooting https://t.co/Fd0Q8nsNMV,https://twitter.com/GregoryDEvans/status/1325691984217059329,Thu Sep 23 20:48:59 +0000 2010,GregoryDEvans,FALSE,Gregory D. Evans is a #CyberSecurity #Mogul & Founder of #NationalCyberSecurity | 1st Hacker to make $100M | Ex-Hacker | | #SecurityNews | #HackerNews,321,7285,1135,130,United States,Gregory D. Evans,GregoryDEvans,189334,,http://gregorydevans.com,FALSE
,Fri Nov 20 17:11:04 +0000 2020,,,https://twitter.com/TEDTalks/status/1329160871038382080,1,1329834658729770000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GREAT talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly, efficiently and at a global scale. https://t.co/5fr9Smksew",https://twitter.com/_ashes____/status/1329834658729779205,Wed Sep 08 14:54:52 +0000 2010,_ashes____,FALSE,"Coffee drinker by day, gin drinker by night.
I like music more than I like most people.",27259,514,1057,14,Trinidad and Tobago,s a n d z,_ashes____,16324,,http://astrangersstory.tumblr.com/,FALSE
,Wed Nov 18 13:35:07 +0000 2020,,,https://www.fox5ny.com/news/pfizer-to-seek-clearance-soon-new-data-shows-its-covid-19-vaccine-is-95-effective?taid=5fb5230b84ce3a000150fbfc&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter,4,1329055536818550000,,,,en,,FALSE,1,,,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>",Pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are 95% effective.​ https://t.co/ALq3V6hgLd,https://twitter.com/fox5ny/status/1329055536818556935,Wed Oct 03 19:06:04 +0000 2007,fox5ny,FALSE,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,5197,125151,466,1914,New York,Fox5NY,fox5ny,162515,,http://www.fox5ny.com,TRUE
,Mon Nov 09 06:20:00 +0000 2020,,,https://mb.com.ph/2020/11/09/iloilo-city-eyes-p100-million-fund-to-purchase-covid-19-vaccines/,13,1325684545245610000,,,,en,,FALSE,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Iloilo City eyes P100-million fund to purchase COVID-19 vaccines
https://t.co/LvffbXKYLC",https://twitter.com/manilabulletin/status/1325684545245614081,Thu Jul 10 07:55:26 +0000 2008,manilabulletin,FALSE,Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed,2355,850832,209,3200,"Manila, Philippines",Manila Bulletin News,manilabulletin,690824,,http://www.mb.com.ph,TRUE
,Mon Nov 09 12:03:14 +0000 2020,COVID19 vaccine,,https://twitter.com/BBCFergusWalsh/status/1325767892269473792,0,1325770922838660000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I think i will wait until it is 100% effective and 100% safe. Thanks 👍🏻 #COVID19 #vaccine https://t.co/mEhhRMHYyA,https://twitter.com/goughy_16/status/1325770922838663168,Tue Jan 24 19:27:25 +0000 2012,goughy_16,FALSE,Wolves Season Ticket Holder S2 🐺 Loves a flutter💰 Loves Football ⚽️ and most sports really... 🎯🐎 🏏 ⛳️ 🥊 🎾,1192,190,342,2,"Wolverhampton, England",Daniel Gough,goughy_16,4144,,,FALSE
,Fri Nov 27 22:12:03 +0000 2020,,,http://dlvr.it/RmYl1T,0,1332447118338860000,,,,en,,FALSE,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Dr. Siegel: COVID-19 vaccine side effects are 'transient' compared to severe virus symptoms https://t.co/RhoOY3UJ1E,https://twitter.com/zyiteblog/status/1332447118338867201,Tue Jun 03 17:24:01 +0000 2014,zyiteblog,FALSE,Zyite is global retailer.,22,1743,3668,52,www.zyite.com,Zyite.com,zyiteblog,1625568,,https://zyite.com/,FALSE
,Mon Nov 09 19:28:40 +0000 2020,,,https://twitter.com/ddale8/status/1325800445193949184,0,1325883020759460000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Who cares. A vaccine is coming out. https://t.co/4aEh2byFul,https://twitter.com/washington_bear/status/1325883020759461889,Fri Feb 12 22:43:32 +0000 2016,washington_bear,FALSE,if you voted Biden/Harris you’re a freakin moron.,40487,5988,6153,41,Classified ,Bear Washington 🇺🇸,washington_bear,36936,,,FALSE
,Thu Nov 12 04:31:18 +0000 2020,,,https://www.livescience.com/fauci-coronavirus-vaccine-available-americans-april.html,0,1326744354099170000,,,,en,"Orlando, FL",FALSE,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Coronavirus vaccine could be ready for all Americans by April, Fauci says https://t.co/cBS51zAZOg",https://twitter.com/jorgejhorlfl/status/1326744354099171328,Mon Dec 26 23:27:46 +0000 2011,jorgejhorlfl,FALSE,"Mars visitor, friendly, ability to be invisible. I love Earth planet.",48624,1427,4996,0,Mars,jorge,jorgejhorlfl,130487,,,FALSE
,Thu Nov 19 00:31:58 +0000 2020,,,,28,1329220840844560000,,,,en,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOL, the VA sent me an email with a link to volunteer for COVID-19 vaccine trials.

No thanks chief, I got pumped full of shit I still don't know the name of back in the 90s.

Try it out on a politician.",https://twitter.com/RickGivens/status/1329220840844562432,Thu Oct 15 02:42:45 +0000 2009,RickGivens,FALSE,The only man in Illinois ever bitten by a zebra. Prior USMC Infantry | Former LEO | Sr System Analyst | Project Management | Research | Tech | Gaming | Cooking,41172,2164,1259,78,Chicago Burbs,Rick Givens,RickGivens,58031,,https://www.linkedin.com/in/richard-givens-27601983/,FALSE
,Mon Nov 09 20:24:47 +0000 2020,,,,1,1325897141697580000,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",https://twitter.com/PoliGraham/status/1325897141697585152,Mon Oct 15 09:43:16 +0000 2018,PoliGraham,FALSE,Labour 🌹 Social democratic 💪 Starmerite 🤩 Pro-UK 🇬🇧 He/him 🏳️‍🌈 Absolutely love an emoji... ❤️,5529,211,795,0,"Aberdeenshire, Scotland",Graham Smith,PoliGraham,800,,,FALSE
,Tue Nov 10 02:51:36 +0000 2020,,,https://twitter.com/gmanews/status/1325994084637478912,0,1325994488859250000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sa totoo lang, the virus came from CHN, I wouldn't trust any vaccines they ""deliver"" or ""provide"" right away. It's kind of scary. https://t.co/V0eTyV8y5q",https://twitter.com/reikableu/status/1325994488859258882,Sun May 22 23:36:43 +0000 2011,reikableu,FALSE,"Elijah Malik's mom。
#日本  #日本語の勉強  
#ドラマ #映画 est 2016
#木村拓哉
#MeitanteiConan
#WashiTapes  
ISJF-T She/Her 
七転び八起き

https://t.co/HirPWcpv6l",214956,873,515,20,"💯personal, reikableu-all SNS",ReiKabLeu,reikableu,166329,,http://reikableu.wordpress.com,FALSE
,Mon Nov 09 22:48:34 +0000 2020,,,https://twitter.com/Reuters/status/1325795318106091521,0,1325933326239190000,,,,en,,FALSE,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m not taking a fucking vaccine. https://t.co/pfvFoBI4xq,https://twitter.com/TheBronzeBae_/status/1325933326239199244,Fri Jul 20 03:10:58 +0000 2012,TheBronzeBae_,FALSE,Leo ☀️ l Virgo ⬆️ l Aqua 🌚 l #JustHappyToBeHere,14607,741,454,7,,DIVINELY FINE 👑✨,TheBronzeBae_,56139,,,FALSE
,Fri Nov 13 00:09:01 +0000 2020,,,https://twitter.com/GideonGil/status/1326928833115774978,6,1327040736894860000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Important question: when and in what way would those in placebo arm of successful vaccine study be identified and allowed to get active vaccine? It’s complicated. https://t.co/mKYrEm0PCj,https://twitter.com/jflier/status/1327040736894865409,Mon Jun 15 20:23:45 +0000 2009,jflier,FALSE,Harvard University Distinguished Service Professor and Higginson Professor of Physiology and Medicine at Harvard Medical School. Former Dean of HMS.,15057,22277,2671,618,"Boston, MA",Jeffrey Flier,jflier,25032,,,FALSE
,Mon Nov 09 19:26:03 +0000 2020,,https://twitter.com/Shimon_1971/status/1325882363604295681/photo/1,,0,1325882363604290000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The first effective coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows. The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity"" 👏
——-BBC https://t.co/CQriLDevE0",https://twitter.com/Shimon_1971/status/1325882363604295681,Sun Aug 28 16:05:59 +0000 2016,Shimon_1971,FALSE,I believe in humanity and love.,5,1,38,0,"Queens, NY",Omar Arif (শিমন),Shimon_1971,53,,,FALSE
,Fri Nov 20 16:54:22 +0000 2020,,,,0,1329830458033650000,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Estupido Puerto Riqueno, lambe fundillo de Trump!
We should name the covid-19 virus after Trump no the vaccine because he infected the entire country with lies, corruption and conspiracy theories and our country is sick now because of him! F-U Geraldo, baboso!
@GeraldoRivera",https://twitter.com/Monchz2/status/1329830458033659908,Fri Jun 28 17:28:26 +0000 2019,Monchz2,TRUE,"My compassion and empathy for everyone. Calling out injustice, corruption, and bigotry whenever I see it.",6,1,5,0,,Monchz,Monchz2,1566,,,FALSE
,Tue Nov 10 02:43:35 +0000 2020,,,https://twitter.com/dr_arunkgupta/status/1325808579828359168,0,1325992471688400000,,,,en,"Panaji, India",TRUE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","90% people get cure by own immunity, we need vaccine which will be 100% effective. https://t.co/RI4vKjYju7",https://twitter.com/AAP4GOA/status/1325992471688409088,Thu Aug 22 14:36:54 +0000 2013,AAP4GOA,FALSE,"Chief Engineer with Teekay Tankers, Die Hard Follower of Arvind Kejriwal, Like to see Poor get their Rights & Not FOOLED by present Political Parties",10522,1298,1736,24,,No Farmers No Food #SupportFarmers,AAP4GOA,57505,,,FALSE
,Wed Nov 18 23:35:06 +0000 2020,,,,0,1329206530311400000,realDonaldTrump,,25073877,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@realDonaldTrump if you want credit for the COVID-19 vaccine, how about working with the newly elected administration on a roll out plan?",https://twitter.com/TXJIM/status/1329206530311409665,Wed Aug 05 21:51:23 +0000 2009,TXJIM,FALSE,Retired Coastie.,5074,132,1575,0,USA,LogJam,TXJIM,7618,,,FALSE
,Mon Nov 09 05:02:49 +0000 2020,,,https://twitter.com/martinvars/status/1325410195196030976,13,1325665123436870000,,,,en,,FALSE,5,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Its an inactivated vaccine - the safest, easiest, cheapest mode of a vaccine. It will work (as the virus is not mutating).

But the West is banking on unknown methods (mRNA, adenoviruses) - which will also have a greater price tag. And thus more profits for its proponents. https://t.co/kaMj5wldJD",https://twitter.com/sanchak74/status/1325665123436879874,Thu Jun 22 05:10:15 +0000 2017,sanchak74,FALSE,"IIT-KGP (97)/nVidia (Santa Clara)/Mentor Graphics (Noida)/Tifr(Mumbai)/UC-Davis/Independent- 


https://t.co/H9dp2c7C2g…",4729,2575,202,35,India,sandeep chakraborty,sanchak74,14350,,http://sanchakblog.wordpress.com,FALSE
,Mon Nov 09 14:02:02 +0000 2020,,,http://vk.ovg.ox.ac.uk/vk/inactivated-flu-vaccine,43,1325800822475790000,,,,en,,FALSE,11,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If a Covid-19 vaccine is more than 90% effective it’s up there with other potent vaccinations. 

Across all age groups including kids, the flu vaccine prevented 15-52% of flu cases between 2015 &amp; 2020. Source below.

So I’ll take my chances with the 90%. 

https://t.co/TwTvaV5PZy",https://twitter.com/Rachael_Swindon/status/1325800822475796481,Mon Nov 10 17:29:10 +0000 2014,Rachael_Swindon,FALSE,Mum | “The Woman Leading Jeremy Corbyn’s Twitter Army” - Buzzfeed | “The Godmother of online activism” - @JamesEFoster https://t.co/IRwo3ZY926,210529,81953,4668,506,Plague Island,Rachael Swindon,Rachael_Swindon,116106,,https://www.paypal.me/Rachael236,FALSE
,Mon Nov 09 12:03:50 +0000 2020,,,https://twitter.com/SkyNewsBreak/status/1325769220391657473,3,1325771075737820000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I shat on people who said a vaccine was close, but if this is true, this is absolutely fantastic news. Just make sure if you’re vulnerable: take it. If you’re an anti-vaxxer then you deserve everything that’s coming to you. https://t.co/0tBeqhoU7G",https://twitter.com/TheBeefToucher/status/1325771075737821184,Thu Nov 05 10:44:26 +0000 2020,TheBeefToucher,FALSE,I like to touch beef.,3097,220,307,0,"Leeds, UK",The Beef Toucher,TheBeefToucher,6454,,,FALSE
,Tue Nov 10 01:22:09 +0000 2020,Vaccine COVID19,,https://twitter.com/ASlavitt/status/1325930868058312707,0,1325971976922520000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I think we can all agree that 2020, as a whole, has sucked. But this thread represents some VERY good news and pushes hope. As always, please don't take this, or any news about a vaccine, as gospel. We still have a ways to go, but today is a good day. #Vaccine #COVID19 https://t.co/rv9r8NLpuJ",https://twitter.com/clenzatc/status/1325971976922521600,Wed May 20 17:34:02 +0000 2009,clenzatc,FALSE,"Something like - My thoughts are my own, I don't endorse, Take it for what it's worth, etc., etc., etc.",4310,351,215,6,"Sheboygan, WI  USA",Chris Lenz,clenzatc,5151,,,FALSE
,Tue Nov 10 17:57:48 +0000 2020,,,https://twitter.com/Complex/status/1326221528401387520,1,1326222540616960000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I will not, I repeat I WILL NOT receive this vaccine until I see all government officials get one first https://t.co/sZsvhmSyk1",https://twitter.com/Lifted_lena/status/1326222540616966145,Sat Aug 06 08:00:56 +0000 2011,Lifted_lena,FALSE,Mind your own biscuits and life will be gravy,18672,538,539,2,The Lone Star State ,Madam  شهره 👑,Lifted_lena,21726,,,FALSE
,Tue Nov 10 09:33:24 +0000 2020,,,https://twitter.com/nytimes/status/1325917360046403589,1,1326095603496080000,,,,en,,TRUE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Time to consume vaccine https://t.co/F4Pb6GR899,https://twitter.com/theconnectcaptv/status/1326095603496083456,Fri Sep 20 20:02:48 +0000 2019,theconnectcaptv,FALSE,Be the first to know what’s happening,515,217,562,0,Tanzania,The Connect TV,theconnectcaptv,628,,http://theconnecttv.tv,FALSE
,Tue Nov 10 12:17:03 +0000 2020,,,https://de.reuters.com/article/us-health-coronavirus-vaccines-distribut/why-pfizers-ultra-cold-covid-19-vaccine-will-not-be-at-the-local-pharmacy-any-time-soon-idUSKBN27P2VI,0,1326136786779820000,sciencecohen,1.326E+18,34020042,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@sciencecohen IF on has the super-cold transport &amp; storage -&gt;  ""... the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius (-94 F) or ",https://twitter.com/ducatista_600/status/1326136786779824129,Sat Oct 18 21:52:47 +0000 2008,ducatista_600,FALSE,"#FauciOuchie 4 #Covid19 :: Education-vaccine for Intellectual Stupor. Cogito ergo sum. “Every ten years, collective wisdom degrades by half.” -N.N. Taleb ⚜",5196,473,3127,372,"Canada, North America, Earth",ducatista_600 🇫🇷🇺🇦 🇺🇸🇨🇦 46 🏛 20/01/2021,ducatista_600,28924,,,FALSE
,Mon Nov 09 12:00:33 +0000 2020,,,,2,1325770250042880000,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Haha Bears are going to be obliterated today!

Remember all those retards who kept saying ""we've never been able to create a vaccine against a Coronavirus, it's impossible""? Get fucked today you absolute idiots!",https://twitter.com/elwalvador/status/1325770250042880000,Wed Feb 06 01:38:39 +0000 2008,elwalvador,FALSE,"#Bitcoin Tesla Nasdaq Quantum Computers Biotech crazy long all of them, Diamond 💎 Hands.",33511,1965,2096,61,Philly area,Hyper Bullish,elwalvador,43722,,http://Instagram.com,FALSE
,Tue Nov 10 16:15:34 +0000 2020,vaccine BS coronavirus,,https://www.theguardian.com/world/2020/nov/10/covid-vaccine-ready-december-rollout-matt-hancock?CMP=Share_iOSApp_Other,0,1326196812047400000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Covid vaccine could be ready for rollout next month, says Hancock / How about Rolling Out the Flu Vaccine Hancock😂 #vaccine #BS #coronavirus  https://t.co/nRaaZjUz4h",https://twitter.com/vinylarm/status/1326196812047405058,Wed Jul 03 15:42:29 +0000 2013,vinylarm,FALSE,Mental Health Nurse / EX Staff Governor / Royal College Of Nursing Member / Keen Advocate of Social Inclusion / Army Veteran US & GB,11402,34332,28954,519,"Colchester, England",The Rising Sun,vinylarm,21566,,https://eput.nhs.uk/sitemap/,FALSE
