id,text,id,category
1326211412566350000,"In the News 📰: @skepticalIDdoc is skeptical!
Dr. Gerald Evans comments on Pfizer's early results from it's coronavirus vaccine trial, suggesting a 90 per cent efficacy rate at preventing COVID-19. https://t.co/8B8WtqLIdW",1325858822087434243,0
1334468009956690000,Coronavirus live updates: The U.K. has approved the Pfizer/BioNTech COVID-19 vaccine for emergency use. https://t.co/0nulhZKrZs via @HuffPost,1334612064346763264,1
1329059141189410000,"👩🏻‍🔬 This is very 💉promising news. 

Oh and this was not 🙄👉🏽Trump, but a global effort with unprecedented sharing of information 🧪by scientists, 🧫 to develop vaccines this quickly. 

Tip of the🧢to #science! 

#vaccines #COVIDAlert #Covid_19 #Pfizer https://t.co/J0SGdaNkf5",1325782126365708300,2
1325830360635200000,"Will you REFUSE the Pfizer vaccine even if it means losing your job?
#vacccine #BillGates #Pfizer #COVID19 #Covid_19 #covid19uk",1326167342338945024,0
1328315160302410000,"A second coronavirus vaccine has been proven to work as US pharmaceutical company Moderna today revealed its jab is 94.5 per cent effective – but the UK hasn't bought any of it. 

Early results from the company's final stage of clinical trials bring another landmark success.. https://t.co/8RBjeXBRKI",1325813439567159297,2
1326079881516610000,I ain't having no Covid-19 vaccine until I see the millions of others who need it more than I do come away with absolutely no serious side affects.,1325775621428043776,0
1326237127617730000,With all due respect Mr Prime minister me and my children are not Guinea pigs and we will not be having the vaccine. https://t.co/pQweieSzJ9,1329059303655960576,0
1325715939925560000,"During the meeting, Foreign Secretary 
@harshvshringla assured President Solih of India's continued support to the Maldives in the entirety of the post-Covid recovery phase and apprised him of #COVID19  vaccine-related developments.",1325680265084219393,0
1326130682721160000,Same vibes. Seriously good news about a vaccine though! https://t.co/8TVOAVZvcJ https://t.co/EX8SVoX8RG,1329092066148638729,0
1325837955706050000,Never related to a tweet so much in my life. Fuck the vaccine https://t.co/WgnLdPstkU,1325804703834382337,0
1325770428737050000,"I hate to nitpick, but 100% would suit me better, tbh. #COVID19 #vaccine 

https://t.co/F54kGLAvvm",1325827860997804032,0
1325691984217050000,Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine – 60 Minutes | #schoolshooting https://t.co/Fd0Q8nsNMV,1335789264605507586,1
1329834658729770000,"GREAT talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly, efficiently and at a global scale. https://t.co/5fr9Smksew",1325768441370800128,1
1329055536818550000,Pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are 95% effective.​ https://t.co/ALq3V6hgLd,1329092054836678656,1
1325684545245610000,"Iloilo City eyes P100-million fund to purchase COVID-19 vaccines
https://t.co/LvffbXKYLC",1325770677580918785,1
1325770922838660000,I think i will wait until it is 100% effective and 100% safe. Thanks 👍🏻 #COVID19 #vaccine https://t.co/mEhhRMHYyA,1325795522502946817,0
1332447118338860000,Dr. Siegel: COVID-19 vaccine side effects are 'transient' compared to severe virus symptoms https://t.co/RhoOY3UJ1E,1325684180483600384,1
1325883020759460000,Who cares. A vaccine is coming out. https://t.co/4aEh2byFul,1326227476654284800,2
1326744354099170000,"Coronavirus vaccine could be ready for all Americans by April, Fauci says https://t.co/cBS51zAZOg",1326017679191384065,2
1329220840844560000,"LOL, the VA sent me an email with a link to volunteer for COVID-19 vaccine trials.

No thanks chief, I got pumped full of shit I still don't know the name of back in the 90s.

Try it out on a politician.",1325997637640876032,0
1325897141697580000,"I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",1325689685943996416,1
1325994488859250000,"Sa totoo lang, the virus came from CHN, I wouldn't trust any vaccines they ""deliver"" or ""provide"" right away. It's kind of scary. https://t.co/V0eTyV8y5q",1325796807738318850,2
1325933326239190000,I’m not taking a fucking vaccine. https://t.co/pfvFoBI4xq,1326131087081312259,1
1327040736894860000,Important question: when and in what way would those in placebo arm of successful vaccine study be identified and allowed to get active vaccine? It’s complicated. https://t.co/mKYrEm0PCj,1328315160302411784,2
1325882363604290000,"The first effective coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows. The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity"" 👏
——-BBC https://t.co/CQriLDevE0",1326000723973300231,1
1329830458033650000,"Estupido Puerto Riqueno, lambe fundillo de Trump!
We should name the covid-19 virus after Trump no the vaccine because he infected the entire country with lies, corruption and conspiracy theories and our country is sick now because of him! F-U Geraldo, baboso!
@GeraldoRivera",1326058668995964928,0
1325992471688400000,"90% people get cure by own immunity, we need vaccine which will be 100% effective. https://t.co/RI4vKjYju7",1334623342700228617,2
1329206530311400000,"@realDonaldTrump if you want credit for the COVID-19 vaccine, how about working with the newly elected administration on a roll out plan?",1326196064249143300,0
1325665123436870000,"Its an inactivated vaccine - the safest, easiest, cheapest mode of a vaccine. It will work (as the virus is not mutating).

But the West is banking on unknown methods (mRNA, adenoviruses) - which will also have a greater price tag. And thus more profits for its proponents. https://t.co/kaMj5wldJD",1329220840844562432,0
1325800822475790000,"If a Covid-19 vaccine is more than 90% effective it’s up there with other potent vaccinations. 

Across all age groups including kids, the flu vaccine prevented 15-52% of flu cases between 2015 &amp; 2020. Source below.

So I’ll take my chances with the 90%. 

https://t.co/TwTvaV5PZy",1336369199019663360,1
1325771075737820000,"I shat on people who said a vaccine was close, but if this is true, this is absolutely fantastic news. Just make sure if you’re vulnerable: take it. If you’re an anti-vaxxer then you deserve everything that’s coming to you. https://t.co/0tBeqhoU7G",1329055536818556935,1
1325971976922520000,"I think we can all agree that 2020, as a whole, has sucked. But this thread represents some VERY good news and pushes hope. As always, please don't take this, or any news about a vaccine, as gospel. We still have a ways to go, but today is a good day. #Vaccine #COVID19 https://t.co/rv9r8NLpuJ",1329041141556277251,0
1326222540616960000,"I will not, I repeat I WILL NOT receive this vaccine until I see all government officials get one first https://t.co/sZsvhmSyk1",1336514498706849794,1
1326095603496080000,Time to consume vaccine https://t.co/F4Pb6GR899,1325770250042880000,2
1326136786779820000,"@sciencecohen IF on has the super-cold transport &amp; storage -&gt;  ""... the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius (-94 F) or ",1325770592235163649,2
1325770250042880000,"Haha Bears are going to be obliterated today!

Remember all those retards who kept saying ""we've never been able to create a vaccine against a Coronavirus, it's impossible""? Get fucked today you absolute idiots!",1326139615514910720,0
1326196812047400000,"Covid vaccine could be ready for rollout next month, says Hancock / How about Rolling Out the Flu Vaccine Hancock😂 #vaccine #BS #coronavirus  https://t.co/nRaaZjUz4h",1325670829984673793,2
1326149946467360000,@realDonaldTrump Please don't use the tragic of #covid19 or the #vaccine por #political reazons. Tank you,1325816256805658624,0
1334623342700220000,@mmpadellan getting the Covid19 vaccine for me and my little family happy.,1335592757981802496,0
1325889196662250000,The good news on the Pfizer vaccine gave a boost to partner BioNTech #BNTX stock as well --and the 3 #billionaires behind it #Covid19 via @giacomotognini @Forbes  https://t.co/G7HxLLyEv3,1326222540616966145,0
1325671963537280000,"The latest edition of the weekly newsletter with my initial thoughts on the elections, the effectiveness of the first COVID-19 vaccines, the story about 17 million minks being gassed in Denmark, and more.  https://t.co/5Sz7q5ZfHX. Sign up if you'd like.",1329830458033659908,1
1325866005688670000,@TheRealDoctorM2 Ok but then why are you promoting this vaccine elsewhere in your tweets? A confident Phase IV is at minimum  10 years. RNA can enter into other metabolic pathways than the one involved in your ribosomes.  #vaccine #SARSCoV2 #COVID19,1325800822475796481,0
1326078695887520000,Fuck the coronavirus vaccine I won’t be having it 😂 it’s seems well dodgy,1325771075737821184,2
1325670829984670000,"If you are an antivaxxer, I hate you personally.

Covid-19 is a fine example of why we need vaccines. We don’t have one for it, and look at how many people are sick, dying and dead.

Antivaxxers are a public health threat and a menace.",1327109160144687106,0
1325836686018840000,"Wow, the vaccine is less effective than the natural recovery rate of 97+%

If it's not 100% effective, why do we even need it, for a disease that has mild or no symptoms for most people?

#covidfascism #COVIDScam #covidhoax #covid19 #covid1984 #ChinaVirus #coronavirus https://t.co/PqMKOZf2Ey",1335326164710268932,1
1325868845119090000,"VACCINE HOPES
Some good news today, in the battle against #COVID19. @pfizer says early vaccine test data suggests the shots may be 90% effective at preventing the illness.

https://t.co/jR9KbRrsBH",1326152947965833216,0
1325667244660060000,@realDonaldTrump where is the vaccine? Have we turned the corner yet? It seems the only thing magically disappearing one day is you. https://t.co/HdM3ii2LfV,1325836686018842634,0
1326000723973300000,"@COVIDOversight @RepAOC These are lies! Coronavirus vaccine is already out, it is being given at this time to hospital workers! My doctor at my local VA had to get it as a condition of being brought back to work, when we opened up Fla after CHINESE CORONA",1325689308318035969,0
1326147237425140000,"This isn’t about #COVID-19. COVID-19 was the push needed to get genetic-based vaccines among the population, to advance this unknown science of #nanoparticles in the human body. We are the guinea pigs essentially. https://t.co/XeykRk9yyc",1325684545245614081,1
1325866894503570000,"I don’t care who is in office, I’m not taking a rushed vaccine. Period. https://t.co/GA3YQWJePP",1325792636205223941,0
1329072847340220000,"So we now have 2 mRNA vaccines with an almost 95% efficacy in under a year. Amazing. 

Now to the challenge of distribution and vaccination. #vaccines #pfizer #Moderna #Covid_19 #Covid https://t.co/DOTJqJuUJz",1326125373814419456,0
1325900988025270000,"So, everyone cheering for this Pfizer vaccine is frightening.  Not all drugs/vaccines are bad, but really...a covid19 vaccine developed in a few months?  Not a chance!",1325665123436879874,2
1328673001727020000,"Moderna mRNA-1273 vaccine, developed for COVID-19, yielded 94.5% efficacy in early  results of the phase 3 COVE trial. 90 who were COVID-19 pos were in a placebo group and that 5 patients were in the mRNA-1273 vaccine group.  https://t.co/9245wj3kph",1326115831890268160,2
1325822304815890000,"No way im letting that mass murderer Bill Gates, inject me with a 'vaccine' that will actually kill millions and implant microchip tracking devices into us all....

I like to let my phone and social media track me instead https://t.co/5muTjokgo1",1329067437032165376,2
1325770726255840000,This sounds encouraging: Pharmaceutical firm @pfizer has announced that interim findings from its Covid-19 vaccine study showed the jab to be more than 90% effective in preventing the disease,1325933326239199244,0
1325788328076120000,"I was skeptical about the possibility of #COVID19 #vaccine but 90% of effectiveness in prevention could be an impressive starting point! Waiting to know the burden of #AE @pfizer 
#UPDATE: ALBERT BOURLA DISCUSSES COVID-19 VACCINE EFFICACY RESULTS | Pfizer https://t.co/VQFyqgztpd",1329569577156677632,1
1333810588967980000,We’re making history! Moderna will apply for emergency FDA vaccine approval. Read this article to find out more! Covid-19 News: Live Updates - The New York Times (https://t.co/BFo0bDTap4),1336104982081376258,0
1326186592847980000,"@TinkerChip @matthaig1 They have been working on coronavirus vaccines for 20 years. So please don't confuse the genuinely ignorant with ""sceptical""",1325818247686606849,0
1325866715281050000,US coronavirus: New infections are soaring in 43 states. But there’s a bit of good news with a vaccine https://t.co/lxlII4axxk,1326142571068993537,0
1325740230083800000,"Vaccines can cause your body to attack itself. For example, reproductive organs.

_Right there_ you've added 9 months to the testing required to know if a vaccine is safe to widely deploy.

COVID-19 is not an existential risk to society; a rushed vaccine could be. Don't rush it. https://t.co/14YVeP3GFd",1330773524810756097,1
1325685849795640000,"#JanAndolan 
Let's be responsible and follow #COVID19 Appropriate Behaviour till the vaccine is made available. 
✅Wear a #facemask 
✅Maintain #SocialDistancing 
✅Frequently wash hands with soap &amp; water
#StaySafe and #StayHealthy  
#IndiaFightsCorona #Unite2FightCorona https://t.co/9bk1xx78ih",1326095603496083456,2
1326139615514910000,@robert_spalding Not complaining about the vaccine but Denmark is culling 17 million mink because the Wuhan Coronavirus has mutated and can jump from minks to human.  Is this vaccine going to work with a mutating virus? Doubtful. I will take 99.6% vs 90%.,1325994488859258882,0
1325865973891670000,What a good day today has been. Breakthrough with a covid vaccine and now this! Happy fucking days!!! https://t.co/3wp9OqFKmH,1326130682721161216,2
1336369199019660000,"A new episode of the #BigTechPodcast drops this Thursday with guest @ProfHeidiLarson to discuss the #COVID19 vaccine with host @taylor_owen.

Subscribe here or wherever you listen 👇 https://t.co/tmFLWt7Fnr",1325866715281055746,2
1336514498706840000,Centre introduces Co-WIN app to self-register for Covid-19 vaccine: https://t.co/sGreaZ2L6f via @eOrganiser,1325868845119098880,2
1325785636817780000,"I'm not a big conspiracy person and honestly everyone who denies the coronavirus' existence can go fuck themselves. But it do be a bit sus when a day after Biden is elected president, two separate companies announce a CoVid vaccine that is over 90% effective :/",1329206530311409665,1
1326078407491250000,"ME: ""I refuse to take the Mark of the Beast COVID-19 vaccine.""

DEMOCRAT: ""But you won't have a choice in the matter.""

ME: ""Whaddaya mean I won't have a choice in the matter? MY body, MY choice.""",1329359484758622209,0
1329569577156670000,"@JustinTrudeau you can't even get flu shots to citizens, flu shot can't be found in Ontario any where. Now you can't agree with your cabinet minister on how many covid19 vaccines are ordered? Do you have the ability to organize anything for the people of ",1327040736894865409,1
1326212123266070000,"And you want this dodgy 'vaccine' here in 🇬🇧?

No thanks. https://t.co/ppXngEXDp8",1325976496192761856,0
1331602758227660000,$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !,1325770359090647040,1
1325976496192760000,"@MrStache9 I'm not opposed to the vaccine for covid19, or any vaccine made by a free nation and properly tested then released. Every credible scientist will tell you a safe vaccine takes years to develop. I am very opposed to a rushed half baked corrupt l",1326744354099171328,1
1329067437032160000,Fuck it vaccine around the corner - abbott prolly https://t.co/pAii2guIGC,1325883020759461889,2
1335326164710260000,"COVID-19 vaccines may be less effective for racial minorities, suggest computer scientists https://t.co/sNDEuCwOzZ",1325830360635207681,1
1326125373814410000,No Thanks!!!!                                       Bill Gates says Pfizer has best shot at early COVID-19 vaccine https://t.co/A608dE6QLE via @nypost,1325866894503579649,0
1326142571068990000,@NigelKellow @hypnotik23 Why no vax ? ) Covid 19 is not a HCID. 2) The survival rate is 99.8% 3) The last coronavirus pandemic the virus evolved to be less harmful not more &amp; then vanished 5)T cell immunity lasts between 5-10 years so why bother? 6) I,1326149946467364865,1
